time	prec	temp_min	temp_max	rel_humid	wind_spd
2003-01-01	0.1640804	8.011534	16.027939	69.13092	1.882923
2003-01-02	0.39641908	8.857441	17.03939	72.11339	1.892168
2003-01-03	0.11130329	7.738467	16.505812	73.76066	2.7169795
2003-01-04	0.00023142507	7.1501956	15.789585	62.007713	1.8376493
2003-01-05	0.0	6.2679405	15.121581	60.7944	2.108733
2003-01-06	0.15422656	6.138294	15.1324005	64.30884	1.9682219
2003-01-07	4.2969546	8.056565	18.559525	77.01729	3.2882206
2003-01-08	0.0	7.1529574	16.393383	64.26325	2.0665653
2003-01-09	0.008331304	8.529818	18.813992	68.944374	2.4331315
2003-01-10	0.21481119	8.489501	17.875181	71.35878	2.9162238
2003-01-11	0.001461632	7.248124	16.182606	63.255413	1.807284
2003-01-12	7.30816e-05	7.741765	16.231705	62.13918	2.0350428
2003-01-13	0.0	7.7902074	17.416224	61.348457	2.1093178
2003-01-14	0.00035322775	8.56374	17.946552	57.350155	1.9332036
2003-01-15	0.0016199755	8.695149	17.238258	64.42296	2.1077588
2003-01-16	0.00073081604	8.603409	18.088915	62.152035	2.1638858
2003-01-17	0.03293545	9.692778	18.440926	62.726757	1.9728137
2003-01-18	0.043325227	9.602192	18.364044	69.46314	1.9339707
2003-01-19	3.65408e-05	9.65715	19.121632	60.351444	2.5822415
2003-01-20	0.008769793	9.1798525	17.889257	66.954094	1.9569182
2003-01-21	0.17479904	9.144581	17.155773	70.73759	1.9347016
2003-01-22	10.847795	9.810485	20.597645	73.92602	2.8928256
2003-01-23	0.0027405596	7.693471	16.188269	67.84536	2.561291
2003-01-24	0.0	7.5439816	16.589195	60.015476	1.8479048
2003-01-25	0.0	9.066358	18.746174	62.218323	1.9310837
2003-01-26	0.274933	11.2885275	20.176895	64.99513	2.1968694
2003-01-27	2.4681249	9.637477	18.02357	74.18151	2.797527
2003-01-28	0.14082827	7.201817	14.353424	73.137314	2.0668695
2003-01-29	0.00018270401	6.6699386	15.437063	61.412113	1.9884652
2003-01-30	0.0	7.876771	16.569674	62.642036	1.998465
2003-01-31	0.0	9.494995	18.357758	64.43307	2.1035566
2003-02-01	0.005590744	9.608854	19.173273	67.85966	2.4217172
2003-02-02	0.14641899	8.694629	16.611502	76.272606	2.1105235
2003-02-03	1.5475882	8.605116	14.561434	79.30183	1.7096224
2003-02-04	0.22090136	8.378817	15.665018	76.61077	2.3864436
2003-02-05	0.190743	7.5347977	15.584601	70.168785	2.0152252
2003-02-06	0.01130329	7.1897087	15.691862	67.18862	1.7875031
2003-02-07	1.2180268e-05	8.78464	17.39039	65.253456	1.8368696
2003-02-08	1.5797198	11.010232	22.01262	70.949524	2.5107434
2003-02-09	0.770804	12.780813	21.584097	69.366295	2.1135445
2003-02-10	0.0	11.685128	21.36127	54.40788	1.9910598
2003-02-11	0.0	10.868369	21.058792	58.785652	2.433142
2003-02-12	0.0	10.19649	19.237162	69.740814	2.438039
2003-02-13	0.0	9.983007	19.910696	71.41273	2.1895251
2003-02-14	0.029196104	12.106721	21.179174	72.76394	2.0996714
2003-02-15	0.0043605356	13.7006445	22.546694	70.15805	2.6006095
2003-02-16	0.00012180267	13.495555	23.004774	64.823845	2.5638125
2003-02-17	0.0010231424	11.891776	20.49061	71.10833	2.13296
2003-02-18	0.04447016	11.83425	20.625336	66.11177	2.0963457
2003-02-19	0.09415348	10.860476	20.568844	63.550076	2.4684658
2003-02-20	0.0024116929	9.616151	18.285812	66.85732	1.95497
2003-02-21	0.0	10.304835	20.232315	56.863514	1.8928498
2003-02-22	3.65408e-05	11.263071	21.20272	63.088272	1.9068941
2003-02-23	0.0011693056	12.893583	21.968256	67.8888	2.0367725
2003-02-24	0.30504265	12.620258	21.747171	70.84066	2.3098783
2003-02-25	0.31406817	11.817076	20.648579	69.34848	1.9231665
2003-02-26	0.03526188	11.817892	21.377504	62.557686	2.05592
2003-02-27	0.10036539	13.336675	21.644678	68.26221	1.9781724
2003-02-28	0.017271623	13.015823	21.597649	72.2707	2.0062487
2003-03-01	0.0	13.121936	22.040056	66.30478	1.9653596
2003-03-02	0.014056031	12.809388	21.496748	68.94713	2.1012902
2003-03-03	0.6905968	13.60035	23.036064	65.7421	2.1491961
2003-03-04	0.21713762	12.889207	21.445543	73.067566	2.4338124
2003-03-05	0.0007795371	13.092952	23.422398	71.02916	2.3813035
2003-03-06	3.4848838	14.290925	23.974512	76.19996	2.4904265
2003-03-07	3.4190376	12.122999	19.912142	78.984695	2.675152
2003-03-08	0.030694274	9.803264	15.921412	74.96824	1.847028
2003-03-09	0.1254933	10.511573	16.267786	72.84674	1.5595614
2003-03-10	1.2834713	8.643129	14.828942	77.031555	1.9838002
2003-03-11	0.010438491	7.9585133	18.304916	62.894535	2.134543
2003-03-12	0.21827035	10.004201	18.571629	69.915405	1.8758951
2003-03-13	0.01227771	10.535398	20.42285	67.41158	2.098161
2003-03-14	0.014190013	11.488478	20.171864	70.20867	1.845749
2003-03-15	0.03453106	12.278479	22.62187	62.39757	2.368246
2003-03-16	0.48895237	14.591451	23.250814	67.86712	2.2509985
2003-03-17	0.029707678	14.42471	23.042292	68.77671	2.01514
2003-03-18	0.0055663823	12.669002	22.093315	68.55969	2.4308531
2003-03-19	0.059792932	12.453347	18.74625	78.11579	1.9310719
2003-03-20	3.2435322	12.681108	18.163406	81.242905	2.0548968
2003-03-21	0.31619975	11.703971	20.07346	75.75434	2.2046168
2003-03-22	0.037088923	11.894117	20.054026	70.842896	1.9602556
2003-03-23	0.36031678	12.293825	19.715784	72.45596	1.7754326
2003-03-24	0.3504994	12.927272	20.59373	75.29927	2.0224357
2003-03-25	0.03186359	12.915764	20.955214	68.788414	1.8538488
2003-03-26	0.022034107	13.523727	22.365479	64.88173	2.0989285
2003-03-27	0.0	13.680876	23.358185	65.61967	1.9819365
2003-03-28	1.4599755	13.58833	22.125334	74.12551	2.333252
2003-03-29	0.4011206	13.338561	21.320911	76.13825	1.8486966
2003-03-30	0.4953959	13.991167	23.372932	72.321495	2.0542142
2003-03-31	0.32673573	16.069487	24.889378	72.58344	2.4228506
2003-04-01	0.25314254	16.963022	24.881578	69.20377	2.147941
2003-04-02	1.8591719	16.387026	23.613995	73.504974	2.2110107
2003-04-03	38.225716	16.969952	24.21615	81.59282	2.219318
2003-04-04	28.982727	15.526199	23.261082	86.69659	2.236857
2003-04-05	4.5740194	13.662616	21.426064	79.32281	2.0467594
2003-04-06	0.29660165	14.089564	20.692205	76.67591	1.88123
2003-04-07	0.90431184	15.071754	23.04669	75.72034	2.2777588
2003-04-08	35.31701	16.764154	22.432365	87.26228	1.9611082
2003-04-09	5.3350186	16.25736	23.273964	82.7859	1.8487332
2003-04-10	0.018745434	15.654923	23.366089	77.56392	1.8045065
2003-04-11	0.92943966	17.06594	24.77727	79.00828	2.0027292
2003-04-12	0.0005724726	17.81693	25.84891	72.8882	2.0111573
2003-04-13	0.0	16.79928	25.366402	61.899673	2.1261146
2003-04-14	0.0002923264	16.303638	24.670527	60.687634	2.3323023
2003-04-15	0.56559074	15.7211075	23.631763	73.90559	1.9408649
2003-04-16	0.5610109	16.524275	24.958164	71.665146	1.8900487
2003-04-17	2.1526554	17.164299	25.448376	68.27917	1.9071865
2003-04-18	0.7931182	17.205687	25.678974	68.380165	1.9873443
2003-04-19	0.31196102	16.885675	25.99387	66.814575	2.223106
2003-04-20	1.606334	17.364365	26.511944	68.861145	2.1509752
2003-04-21	1.5625944	17.485056	26.089865	71.466934	2.1709135
2003-04-22	8.472107	17.493643	25.546354	77.45345	1.9505239
2003-04-23	6.895188	17.899847	25.67854	79.48256	2.0018516
2003-04-24	5.3094034	17.410622	25.03798	78.136734	1.9341291
2003-04-25	0.009208285	16.777544	25.001556	67.977844	2.1285386
2003-04-26	3.483849	16.975819	25.300743	75.01582	1.8365769
2003-04-27	4.7646527	17.3714	24.52005	74.14816	1.9122046
2003-04-28	2.895359	16.954033	25.234673	68.32838	1.8965771
2003-04-29	0.02069428	16.968748	25.767403	65.113075	1.8891228
2003-04-30	4.3879776	16.08743	24.670769	74.07391	2.1082578
2003-05-01	2.6716805	15.574848	22.934072	74.58651	1.8552619
2003-05-02	0.089658946	15.738449	24.74181	68.5923	1.8278323
2003-05-03	0.23281363	16.970478	25.638903	70.99425	1.8799884
2003-05-04	1.0470891	18.41574	25.376152	73.98862	2.290085
2003-05-05	0.4062485	18.66207	25.98063	73.13051	2.6053593
2003-05-06	2.0207548	18.67006	26.439695	74.337296	2.6781726
2003-05-07	0.04668696	18.850254	27.349873	69.05369	2.3002434
2003-05-08	0.76873326	18.673058	27.078047	71.82925	2.369379
2003-05-09	9.21263	18.23312	24.912968	80.21637	1.8230813
2003-05-10	2.266297	17.985273	24.167143	82.15431	1.6748842
2003-05-11	3.6977828	17.37265	25.583353	76.69488	1.9046407
2003-05-12	0.17454325	17.410416	26.25584	69.52749	2.0026798
2003-05-13	0.0117661385	17.982912	26.796715	65.60141	1.9228265
2003-05-14	0.028099885	17.971048	26.80192	67.14455	2.2609372
2003-05-15	1.0671496	19.557518	26.378	69.511566	2.1167235
2003-05-16	0.2106699	19.025442	26.212008	73.19013	1.9413888
2003-05-17	0.22848964	19.155554	26.017769	73.55688	2.0029597
2003-05-18	16.17425	19.057919	26.286482	82.65775	1.879878
2003-05-19	7.6127644	19.003748	24.838293	86.56372	1.5613643
2003-05-20	0.8585017	18.713354	25.024181	79.50064	1.6712303
2003-05-21	0.8089768	18.192278	24.514952	79.536766	1.7517657
2003-05-22	1.1953958	18.054255	25.439768	77.58401	1.8886113
2003-05-23	0.18103532	18.148424	26.49755	72.38631	1.8329226
2003-05-24	0.14643118	18.669367	26.324303	74.8001	1.7549211
2003-05-25	2.8866987	18.885931	26.978863	75.25909	1.961425
2003-05-26	8.40246	19.072702	26.196089	77.95991	1.7759192
2003-05-27	9.189572	18.59828	26.022812	76.09893	1.8263578
2003-05-28	0.65749085	18.297012	26.319849	73.46792	1.8083074
2003-05-29	0.7116687	18.3438	25.444122	78.51396	1.7405971
2003-05-30	1.039123	17.696161	26.704391	76.975845	2.0071256
2003-05-31	0.036881853	17.033005	26.015877	70.16139	2.2305365
2003-06-01	0.13915959	17.554747	25.50251	69.09347	1.7970517
2003-06-02	0.2870402	17.960936	25.567043	70.66371	1.6880145
2003-06-03	0.0472838	16.97291	25.542824	70.58121	2.2422166
2003-06-04	0.015883068	16.3624	25.722734	65.45031	1.9053226
2003-06-05	0.7511692	17.175947	25.651934	72.796844	1.8364434
2003-06-06	17.202559	17.664276	26.001389	78.13265	2.295591
2003-06-07	230.45053	18.900423	21.840761	94.41546	2.4020708
2003-06-08	45.104225	18.915796	24.810932	90.52013	1.923886
2003-06-09	15.074237	18.681484	24.670853	86.460175	1.8626187
2003-06-10	16.421585	19.025726	25.558613	87.52609	1.9217415
2003-06-11	57.811386	19.546785	25.295856	90.218994	2.5218394
2003-06-12	64.495544	18.904446	23.576385	90.6095	2.7296956
2003-06-13	24.873365	19.314468	26.401808	86.97607	2.3367605
2003-06-14	7.9359674	19.735424	26.31294	85.529274	1.7974663
2003-06-15	9.215251	19.106588	26.133257	81.59339	1.6119611
2003-06-16	17.33503	18.978947	25.803188	83.00495	1.7527405
2003-06-17	16.68515	19.126879	25.59262	87.54365	1.8846401
2003-06-18	11.727403	18.413416	23.898935	88.402145	2.357028
2003-06-19	1.5994518	17.856295	25.10645	81.87867	2.0061507
2003-06-20	23.890963	18.828913	24.910387	87.30798	2.7009385
2003-06-21	2.7250793	19.358454	25.843739	79.24195	2.9282706
2003-06-22	4.8428016	19.721607	26.509157	78.39297	2.4124243
2003-06-23	1.3036665	19.45251	25.685911	78.91619	2.1132276
2003-06-24	0.2748234	18.971745	25.81875	78.282745	1.8533245
2003-06-25	1.823739	19.113667	25.911175	80.29184	2.1338608
2003-06-26	32.24493	19.1468	24.216557	85.79845	2.560926
2003-06-27	1.9809743	19.542463	26.168535	73.751465	2.4685504
2003-06-28	0.6671133	19.734947	26.453278	73.71682	1.9891839
2003-06-29	1.5399026	19.497189	26.342136	77.18537	1.8660659
2003-06-30	1.0922046	19.165565	26.643618	74.49467	1.8978318
2003-07-01	1.8068818	19.704773	26.764627	78.52633	1.8990743
2003-07-02	2.5530815	20.090216	26.540913	78.513	2.209062
2003-07-03	2.6308644	19.505302	26.64329	76.599846	2.1804264
2003-07-04	2.8987334	19.348232	26.743849	74.30966	2.0496953
2003-07-05	1.362899	19.811699	27.02436	79.29151	2.0423508
2003-07-06	2.7584414	19.633238	26.678503	77.809296	1.8748112
2003-07-07	4.4889894	19.619053	26.76776	76.4663	1.6521801
2003-07-08	6.7235327	19.603605	26.59112	76.4026	1.8046528
2003-07-09	1.5254687	19.890987	27.575953	73.08962	2.5876253
2003-07-10	1.5125457	19.824507	27.258554	72.974396	2.6077714
2003-07-11	3.2460167	20.135931	27.250978	76.97097	1.9708649
2003-07-12	3.031754	20.461657	26.987743	80.302574	1.7272958
2003-07-13	2.1419487	20.451653	27.153196	81.660545	1.614653
2003-07-14	0.6388794	20.436771	27.365831	78.72164	1.7363702
2003-07-15	0.55359316	20.755678	27.828215	77.246704	1.8632027
2003-07-16	0.40421444	20.620796	27.74459	75.40636	1.8161755
2003-07-17	0.8512302	20.386114	27.282118	75.84689	1.9345913
2003-07-18	1.9537151	19.599428	27.02467	74.83222	2.2140434
2003-07-19	0.7960292	20.474176	28.937653	69.919846	2.4874294
2003-07-20	0.816967	20.548855	28.236212	71.806404	2.130122
2003-07-21	3.3490384	20.235508	27.62559	77.60704	1.9918516
2003-07-22	0.17950056	20.170609	29.183798	70.80744	2.4281974
2003-07-23	5.8312163	21.331814	29.78348	72.412895	3.3378558
2003-07-24	1.4117905	20.775053	27.79582	74.40897	2.9455307
2003-07-25	3.3271494	20.293488	27.315544	76.76645	1.6906701
2003-07-26	2.7102191	20.284206	27.757244	77.5554	1.6493182
2003-07-27	16.115578	19.631235	26.681227	81.32571	1.4855666
2003-07-28	11.504264	19.566494	26.21973	83.263275	1.6469309
2003-07-29	4.8622293	19.734056	26.555372	82.496994	1.7065411
2003-07-30	7.925665	19.776215	26.42274	83.15145	1.7831666
2003-07-31	4.8791714	19.665245	26.813095	81.31076	1.6743973
2003-08-01	7.2305117	19.928602	26.862011	81.62807	1.6600732
2003-08-02	6.281	19.602268	26.827374	81.78166	1.656212
2003-08-03	22.844473	19.2578	26.414305	85.4907	1.9749455
2003-08-04	82.231384	19.451916	24.421047	90.041626	3.2002065
2003-08-05	3.0743606	19.758608	26.045332	83.21424	2.9124117
2003-08-06	6.0590487	19.842094	26.086412	84.421646	1.6602194
2003-08-07	4.1943	19.91417	26.983536	82.30433	1.7452378
2003-08-08	9.634935	19.83435	25.833462	86.17748	1.7061268
2003-08-09	9.039841	19.765593	26.7935	85.481964	1.6277347
2003-08-10	3.3163574	19.98736	26.933208	83.84285	1.6419489
2003-08-11	5.2829347	19.67677	26.231321	83.62262	2.2818758
